"account_id","transaction_type","amount","currency","device_id","location","created_at","is_fraud","fraud_score","metadata_json","fraud_pattern"
"ZW-EC-00154","merchant_payment","35.35","USD","dev-67276","Mutare","2026-02-09T04:21:56.701753+00:00","0","0.0219","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00142","merchant_payment","154.64","USD","dev-14649","Bulawayo","2026-03-02T03:23:09.701753+00:00","0","0.1706","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00260","cash_in","81.88","ZWL","dev-24646","Kadoma","2026-02-05T04:41:22.701753+00:00","0","0.0119","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00413","p2p_transfer","17.18","ZWL","dev-28628","Masvingo","2026-03-12T17:38:01.701753+00:00","0","0.0998","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00372","cash_in","10.75","ZWL","dev-93960","Lusaka","2026-03-11T08:15:05.701753+00:00","0","0.0312","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00254","cash_in","7.9","USD","dev-51468","Masvingo","2026-03-04T12:24:21.701753+00:00","0","0.0722","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00014","cash_out","95.7","ZWL","dev-70282","Harare","2026-03-05T23:44:48.701753+00:00","0","0.097","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00324","cash_out","37.68","ZWL","dev-28694","Kitwe","2026-03-06T23:34:30.701753+00:00","0","0.1415","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00200","cash_out","142.12","ZWL","dev-67038","Chinhoyi","2026-02-06T05:26:11.701753+00:00","0","0.1018","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00121","merchant_payment","8.88","USD","dev-93810","Bulawayo","2026-02-14T16:42:34.701753+00:00","0","0.0859","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00056","cash_out","125.69","USD","dev-43382","Chinhoyi","2026-02-27T07:09:56.701753+00:00","0","0.017","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00051","cash_out","38.79","USD","dev-84365","Gweru","2026-01-31T10:01:07.701753+00:00","0","0.0895","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00377","p2p_transfer","64.64","USD","dev-68741","Bulawayo","2026-02-10T11:15:23.701753+00:00","0","0.1444","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00245","p2p_transfer","12.31","USD","dev-20043","Lusaka","2026-02-23T04:06:53.701753+00:00","0","0.0546","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00129","p2p_transfer","157.33","USD","dev-43871","Bulawayo","2026-02-09T02:48:58.701753+00:00","0","0.1034","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00254","p2p_transfer","9.22","USD","dev-51468","Masvingo","2026-03-09T03:44:41.701753+00:00","0","0.1348","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00008","cash_out","143.22","USD","dev-41906","Kwekwe","2026-03-06T14:21:43.701753+00:00","0","0.0525","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00156","p2p_transfer","96.44","USD","dev-72979","Chinhoyi","2026-03-05T08:44:28.701753+00:00","0","0.1323","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00147","cash_in","70.41","USD","dev-77066","Chinhoyi","2026-03-08T18:20:16.701753+00:00","0","0.1591","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00369","bill_payment","24.84","USD","dev-22449","Mutare","2026-03-07T20:47:33.701753+00:00","0","0.1016","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00283","p2p_transfer","25.72","ZWL","dev-45550","Kadoma","2026-02-22T12:43:29.701753+00:00","0","0.1043","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00092","cash_out","167.8","USD","dev-63202","Masvingo","2026-02-28T16:48:20.701753+00:00","0","0.0516","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00168","cash_out","125.86","USD","dev-89775","Chinhoyi","2026-02-12T17:55:13.701753+00:00","0","0.0312","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00058","cash_out","150.52","ZWL","dev-56354","Kadoma","2026-02-25T05:26:25.701753+00:00","0","0.0367","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00144","bill_payment","246.72","USD","dev-82085","Kadoma","2026-03-11T08:43:48.701753+00:00","0","0.1423","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00250","cash_out","64.22","USD","dev-48819","Masvingo","2026-03-12T16:56:10.701753+00:00","0","0.0656","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00087","p2p_transfer","22.03","ZWL","dev-15990","Lusaka","2026-03-15T13:46:04.701753+00:00","0","0.0114","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00109","merchant_payment","61.63","USD","dev-86369","Kitwe","2026-02-08T21:53:11.701753+00:00","0","0.088","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00020","p2p_transfer","8.61","USD","dev-61186","Chinhoyi","2026-02-28T17:47:49.701753+00:00","0","0.0213","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00268","cash_in","45.44","USD","dev-38543","Lusaka","2026-03-10T05:44:14.701753+00:00","0","0.1009","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00307","merchant_payment","10.53","USD","dev-37401","Kitwe","2026-01-31T08:33:38.701753+00:00","0","0.014","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00341","bill_payment","693.14","USD","dev-90322","Mutare","2026-03-12T22:12:51.701753+00:00","0","0.0991","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00100","cash_out","55.87","USD","dev-82181","Gweru","2026-03-15T16:45:34.701753+00:00","0","0.0968","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00224","cash_out","57.78","ZWL","dev-53573","Kwekwe","2026-02-25T06:18:23.701753+00:00","0","0.1523","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00288","merchant_payment","36.63","USD","dev-75801","Kadoma","2026-02-12T21:41:50.701753+00:00","0","0.1507","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00311","p2p_transfer","24.91","USD","dev-36642","Kwekwe","2026-02-11T23:29:41.701753+00:00","0","0.1041","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00155","cash_in","166.91","ZWL","dev-95141","Mutare","2026-02-13T12:37:12.701753+00:00","0","0.1131","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00270","p2p_transfer","110.48","USD","dev-25564","Harare","2026-02-14T16:27:43.701753+00:00","0","0.1477","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00004","cash_in","104.74","USD","dev-95817","Lusaka","2026-02-20T12:18:16.701753+00:00","0","0.1738","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00395","cash_in","9.69","USD","dev-17738","Bulawayo","2026-02-02T02:44:25.701753+00:00","0","0.0273","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00151","bill_payment","109.91","ZWL","dev-13811","Harare","2026-03-02T02:05:07.701753+00:00","0","0.0627","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00311","cash_out","26.04","USD","dev-38932","Kwekwe","2026-03-02T05:01:18.701753+00:00","0","0.0154","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00286","bill_payment","143.6","USD","dev-52281","Gweru","2026-03-04T05:27:52.701753+00:00","0","0.1646","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00128","cash_out","24.1","USD","dev-94251","Kitwe","2026-02-25T08:27:52.701753+00:00","0","0.0889","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00192","bill_payment","83.39","USD","dev-79175","Chinhoyi","2026-03-02T16:23:43.701753+00:00","0","0.1476","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00420","cash_out","145.1","USD","dev-83781","Bulawayo","2026-02-04T13:40:52.701753+00:00","0","0.0516","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00207","bill_payment","194.5","USD","dev-21148","Harare","2026-01-31T09:34:14.701753+00:00","0","0.0343","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00266","cash_out","16.53","USD","dev-41182","Kwekwe","2026-02-16T15:10:34.701753+00:00","0","0.0728","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00202","bill_payment","99.96","USD","dev-74861","Chinhoyi","2026-02-06T01:40:08.701753+00:00","0","0.0465","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00267","merchant_payment","156.01","ZWL","dev-75265","Kadoma","2026-03-10T09:29:36.701753+00:00","0","0.045","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00040","p2p_transfer","43.82","USD","dev-74750","Masvingo","2026-03-07T03:47:48.701753+00:00","0","0.1126","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00360","cash_in","77.97","USD","dev-54083","Kwekwe","2026-03-03T22:21:56.701753+00:00","0","0.0329","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00276","p2p_transfer","65.16","ZWL","dev-11634","Bulawayo","2026-02-08T11:10:24.701753+00:00","0","0.1007","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00179","p2p_transfer","49.89","USD","dev-10965","Gweru","2026-02-15T19:38:05.701753+00:00","0","0.058","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00413","merchant_payment","43.07","USD","dev-28628","Masvingo","2026-03-01T11:43:57.701753+00:00","0","0.0667","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00243","cash_out","75.36","USD","dev-32145","Harare","2026-03-14T08:18:32.701753+00:00","0","0.0472","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00287","merchant_payment","68.16","USD","dev-45787","Kadoma","2026-02-20T13:19:02.701753+00:00","0","0.0852","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00267","bill_payment","78.47","USD","dev-75265","Kadoma","2026-02-12T00:53:48.701753+00:00","0","0.1392","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00382","p2p_transfer","72.25","ZWL","dev-83909","Kitwe","2026-02-27T18:13:23.701753+00:00","0","0.1344","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00202","cash_out","81.91","ZWL","dev-74861","Chinhoyi","2026-03-05T19:34:25.701753+00:00","0","0.0421","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00185","cash_out","8.68","USD","dev-26283","Gweru","2026-02-18T11:15:44.701753+00:00","0","0.1454","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00016","p2p_transfer","43.11","ZWL","dev-82427","Bulawayo","2026-02-01T07:45:55.701753+00:00","0","0.0534","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00246","cash_out","88.76","USD","dev-72836","Lusaka","2026-02-13T06:45:41.701753+00:00","0","0.1014","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00416","merchant_payment","48.4","ZWL","dev-33832","Gweru","2026-02-14T10:50:23.701753+00:00","0","0.0398","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00003","bill_payment","71.19","ZWL","dev-78501","Kwekwe","2026-03-05T02:28:43.701753+00:00","0","0.044","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00204","cash_out","104.37","USD","dev-49607","Lusaka","2026-03-03T06:29:57.701753+00:00","0","0.0596","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00009","p2p_transfer","78.14","ZWL","dev-80053","Masvingo","2026-02-12T11:14:17.701753+00:00","0","0.1734","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00032","p2p_transfer","126.02","USD","dev-44291","Bulawayo","2026-02-26T13:41:06.701753+00:00","0","0.0966","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00151","bill_payment","78.46","USD","dev-13811","Harare","2026-02-07T16:31:50.701753+00:00","0","0.0273","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00404","p2p_transfer","94.32","ZWL","dev-47678","Mutare","2026-03-13T17:17:05.701753+00:00","0","0.0261","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00126","p2p_transfer","36.04","USD","dev-23300","Kitwe","2026-02-27T16:34:17.701753+00:00","0","0.0968","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00196","bill_payment","61.85","USD","dev-66774","Kadoma","2026-03-10T12:22:45.701753+00:00","0","0.1427","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00202","merchant_payment","150.68","ZWL","dev-28226","Chinhoyi","2026-02-12T22:50:16.701753+00:00","0","0.0585","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00310","cash_out","108.34","ZWL","dev-86673","Bulawayo","2026-02-18T01:16:41.701753+00:00","0","0.0962","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00044","p2p_transfer","137.87","USD","dev-62887","Bulawayo","2026-03-04T08:26:22.701753+00:00","0","0.035","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00336","merchant_payment","58.26","USD","dev-45363","Masvingo","2026-01-31T04:16:07.701753+00:00","0","0.0866","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00212","p2p_transfer","30.24","USD","dev-43542","Harare","2026-03-03T09:07:01.701753+00:00","0","0.0201","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00319","p2p_transfer","82.03","USD","dev-94600","Harare","2026-01-31T17:41:33.701753+00:00","0","0.1548","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00349","cash_out","478.41","USD","dev-11778","Gweru","2026-02-03T20:38:38.701753+00:00","1","0.9773","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""amount_spike"", ""seed"": 42}","amount_spike"
"ZW-EC-00166","bill_payment","150.35","USD","dev-59422","Gweru","2026-03-03T22:30:53.701753+00:00","0","0.1711","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00237","cash_in","217.32","ZWL","dev-49454","Kadoma","2026-02-26T06:02:59.701753+00:00","0","0.0723","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00346","cash_in","46.19","USD","dev-68235","Bulawayo","2026-02-10T22:46:02.701753+00:00","0","0.1588","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00237","merchant_payment","284.72","USD","dev-24967","Kadoma","2026-03-15T05:58:00.701753+00:00","0","0.0177","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00299","merchant_payment","79.09","USD","dev-77814","Masvingo","2026-02-11T09:10:50.701753+00:00","0","0.1488","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00115","merchant_payment","93.85","USD","dev-82078","Bulawayo","2026-03-07T04:15:54.701753+00:00","0","0.1681","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00177","merchant_payment","144.71","USD","dev-79488","Masvingo","2026-03-15T17:18:34.701753+00:00","0","0.0287","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00052","merchant_payment","144.0","USD","dev-59862","Gweru","2026-02-16T14:36:29.701753+00:00","0","0.1333","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00040","bill_payment","71.74","USD","dev-74750","Masvingo","2026-03-01T14:45:57.701753+00:00","0","0.0885","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00223","p2p_transfer","27.25","USD","dev-90233","Masvingo","2026-02-20T23:14:43.701753+00:00","0","0.073","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00321","cash_in","21.48","USD","dev-58290","Gweru","2026-02-04T11:53:54.701753+00:00","0","0.1216","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00171","p2p_transfer","9.18","ZWL","dev-16485","Kitwe","2026-03-10T21:31:27.701753+00:00","0","0.1529","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00279","bill_payment","126.2","USD","dev-75318","Masvingo","2026-03-12T16:20:11.701753+00:00","0","0.1695","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00248","p2p_transfer","3.69","ZWL","dev-86113","Mutare","2026-02-19T21:08:19.701753+00:00","0","0.0559","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00238","p2p_transfer","99.94","USD","dev-70713","Chinhoyi","2026-01-29T21:35:11.701753+00:00","0","0.1496","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00156","p2p_transfer","78.54","ZWL","dev-72979","Chinhoyi","2026-02-13T14:13:57.701753+00:00","0","0.087","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00148","merchant_payment","7.3","ZWL","dev-23969","Masvingo","2026-02-07T21:08:01.701753+00:00","0","0.1019","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00330","p2p_transfer","202.1","ZWL","dev-14509","Chinhoyi","2026-02-01T06:32:22.701753+00:00","0","0.0827","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00362","p2p_transfer","185.21","USD","dev-85898","Gweru","2026-03-05T04:02:27.701753+00:00","0","0.0992","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00244","cash_out","7.51","ZWL","dev-56447","Gweru","2026-02-07T07:08:23.701753+00:00","0","0.0654","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00382","cash_in","54.0","USD","dev-83909","Kitwe","2026-02-15T19:05:40.701753+00:00","0","0.1197","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00280","merchant_payment","46.85","ZWL","dev-98506","Kwekwe","2026-02-23T14:11:52.701753+00:00","0","0.0349","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00176","p2p_transfer","91.04","USD","dev-42842","Chinhoyi","2026-02-23T03:24:59.701753+00:00","0","0.0549","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00294","cash_in","63.03","ZWL","dev-62288","Chinhoyi","2026-03-13T13:44:33.701753+00:00","0","0.1208","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00181","p2p_transfer","99.48","ZWL","dev-99020","Kitwe","2026-02-19T03:31:39.701753+00:00","0","0.0874","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00315","p2p_transfer","38.99","ZWL","dev-26154","Kadoma","2026-02-06T18:19:57.701753+00:00","0","0.1475","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00278","p2p_transfer","51.51","USD","dev-59818","Masvingo","2026-02-14T11:10:02.701753+00:00","0","0.1304","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00340","p2p_transfer","67.76","USD","dev-86139","Kitwe","2026-03-08T02:51:45.701753+00:00","0","0.1495","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00042","merchant_payment","39.45","ZWL","dev-47422","Kwekwe","2026-02-01T18:25:05.701753+00:00","0","0.0777","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00192","cash_out","61.45","ZWL","dev-79175","Chinhoyi","2026-03-02T12:07:58.701753+00:00","0","0.1387","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00249","bill_payment","100.68","USD","dev-23061","Bulawayo","2026-02-15T17:32:12.701753+00:00","0","0.1254","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00341","p2p_transfer","160.3","USD","dev-90322","Mutare","2026-02-16T18:18:38.701753+00:00","0","0.0539","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00295","cash_out","40.9","ZWL","dev-94183","Chinhoyi","2026-03-02T00:54:30.701753+00:00","0","0.1631","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00302","cash_out","52.09","USD","dev-53333","Harare","2026-03-14T22:41:29.701753+00:00","0","0.0115","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00128","bill_payment","144.99","USD","dev-94251","Kitwe","2026-02-27T20:44:58.701753+00:00","0","0.0217","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00088","cash_out","21.2","USD","dev-84218","Bulawayo","2026-02-04T12:05:13.701753+00:00","0","0.15","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00028","cash_in","29.57","USD","dev-46574","Masvingo","2026-02-22T23:19:55.701753+00:00","0","0.0196","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00170","p2p_transfer","10.75","USD","dev-85363","Chinhoyi","2026-03-06T23:06:53.701753+00:00","0","0.0663","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00017","p2p_transfer","30.87","ZWL","dev-71279","Mutare","2026-03-10T06:33:44.701753+00:00","0","0.1493","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00094","bill_payment","70.19","USD","dev-86600","Kwekwe","2026-03-03T08:00:29.701753+00:00","0","0.0458","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00370","bill_payment","33.94","USD","dev-45105","Bulawayo","2026-01-31T07:48:09.701753+00:00","0","0.0426","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00285","cash_in","19.46","USD","dev-87307","Kitwe","2026-02-10T23:26:56.701753+00:00","0","0.0801","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00288","p2p_transfer","72.73","USD","dev-75801","Masvingo","2026-02-05T05:50:47.701753+00:00","0","0.0964","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00227","bill_payment","21.04","ZWL","dev-22092","Gweru","2026-02-24T06:54:46.701753+00:00","0","0.1257","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00098","cash_out","20.37","ZWL","dev-14676","Bulawayo","2026-03-02T20:41:35.701753+00:00","0","0.0727","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00408","bill_payment","131.27","USD","dev-29104","Harare","2026-03-14T21:52:58.701753+00:00","0","0.0148","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00281","cash_out","43.47","ZWL","dev-11122","Masvingo","2026-02-17T23:55:06.701753+00:00","0","0.1386","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00156","cash_out","157.29","USD","dev-72979","Chinhoyi","2026-03-03T18:50:40.701753+00:00","0","0.0868","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
